,treatment,environment,position,Languages,Consonantal +/−,Grapheme,IPA,IPA key,Lateral +/−,Manner of articulation,Place of articulation,Place value,Sibilant +/−,Sonority value,Voice +/−,version
15,W-,#_E,2,RMH,+/−,u/∅,w~∅,134,−,W~∅,BK,0,−,0.16666666666666666,+/−,1.0
15,W-,#_E,1,RMH,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
27,W-,#_E,1,ROM,,,,,,,,,,,,1.0
27,W-,#_E,2,ROM,,,,,,,,,,,,1.0
24,W-,#_E,1,SCN,,,,,,,,,,,,1.0
24,W-,#_E,2,SCN,,,,,,,,,,,,1.0
4,W-,#_E,1,VAL,+,gu,ɡ,20,−,P,K,-3,−,4,+,1.0
4,W-,#_E,2,VAL,,,,,,,,,,,,1.0
25,W-,#_E,1,VEN,+/−,g/∅,ɡ~∅,136,−,P~∅,K,-3,−,2,+/−,1.0
25,W-,#_E,2,VEN,+,u/v,w~v,137,−,W~F,BK~B,1.25,−,1.5,+,1.0
10,W-,#_E,1,WAL,,,,,,,,,,,,1.0
10,W-,#_E,2,WAL,+,w,w,97,−,W,BK,0,−,0.5,+,1.0
21,W-,#_a,2,ABR,,,,,,,,,,,,1.0
21,W-,#_a,1,ABR,,,,,,,,,,,,1.0
1,W-,#_a,1,AMR ESP,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
1,W-,#_a,2,AMR ESP,+,u,w,97,−,W,BK,0,−,0.5,+,1.0
31,W-,#_a,2,AND ESP,+,u,w,97,−,W,BK,0,−,0.5,+,1.0
31,W-,#_a,1,AND ESP,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
32,W-,#_a,1,ARG,,,,,,,,,,,,1.0
32,W-,#_a,2,ARG,,,,,,,,,,,,1.0
26,W-,#_a,2,ARO,,,,,,,,,,,,1.0
26,W-,#_a,1,ARO,,,,,,,,,,,,1.0
11,W-,#_a,1,ARP,,,,,,,,,,,,1.0
11,W-,#_a,2,ARP,+,o,ɡ~w,135,−,P~W,K~BK,-1.5,−,2.25,+,1.0
29,W-,#_a,2,ASL,+,u,w,97,−,W,BK,0,−,0.5,+,1.0
29,W-,#_a,1,ASL,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
5,W-,#_a,2,BAL,+,u,w,97,−,W,BK,0,−,0.5,+,1.0
5,W-,#_a,1,BAL,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
0,W-,#_a,1,BR POR,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
0,W-,#_a,2,BR POR,+,u,w,97,−,W,BK,0,−,0.5,+,1.0
22,W-,#_a,2,CAM,+,u/v,w~v,137,−,W~F,BK~B,1.25,−,1.5,+,1.0
22,W-,#_a,1,CAM,+/−,g/∅,ɡ~∅,136,−,P~∅,K,-3,−,2,+/−,1.0
30,W-,#_a,2,CAS ESP,+,u,w,97,−,W,BK,0,−,0.5,+,1.0
30,W-,#_a,1,CAS ESP,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
3,W-,#_a,1,CAT,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
3,W-,#_a,2,CAT,+,u,w,97,−,W,BK,0,−,0.5,+,1.0
19,W-,#_a,2,COR,,,,,,,,,,,,1.0
19,W-,#_a,1,COR,+,gu,gʷ,16,−,P,BK,-1.5,−,4,+,1.0
18,W-,#_a,2,CPN SRD,+,u,w,97,−,W,BK,0,−,0.5,+,1.0
18,W-,#_a,1,CPN SRD,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
8,W-,#_a,1,EU FRA,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
8,W-,#_a,2,EU FRA,,,,,,,,,,,,1.0
13,W-,#_a,1,EU POR,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
13,W-,#_a,2,EU POR,+,u,w,97,−,W,BK,0,−,0.5,+,1.0
16,W-,#_a,2,FUR,+,u,w,97,−,W,BK,0,−,0.5,+,1.0
16,W-,#_a,1,FUR,+/−,v,v~∅,138,−,F~∅,B,2.5,−,1,+/−,1.0
28,W-,#_a,1,GAL,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
28,W-,#_a,2,GAL,+/−,u/∅,w~∅,134,−,W~∅,BK,0,−,0.16666666666666666,+/−,1.0
7,W-,#_a,1,GAS OCC,+/−,g,ɡ~∅,136,−,P~∅,K,-3,−,2,+/−,1.0
7,W-,#_a,2,GAS OCC,+/−,u/∅,w~∅,134,−,W~∅,BK,0,−,0.16666666666666666,+/−,1.0
20,W-,#_a,1,ITA,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
20,W-,#_a,2,ITA,+,u,w,97,−,W,BK,0,−,0.5,+,1.0
2,W-,#_a,1,LAT,,,,,,,,,,,,1.0
2,W-,#_a,2,LAT,+,UU,w,97,−,W,BK,0,−,0.5,+,1.0
12,W-,#_a,1,LIG,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
12,W-,#_a,2,LIG,+,o,w,97,−,W,BK,0,−,0.5,+,1.0
14,W-,#_a,2,LMO,+,u,w,97,−,W,BK,0,−,0.5,+,1.0
14,W-,#_a,1,LMO,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
17,W-,#_a,2,LOG SRD,+/−,u/∅,w~∅,134,−,W~∅,BK,0,−,0.16666666666666666,+/−,1.0
17,W-,#_a,1,LOG SRD,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
6,W-,#_a,2,OCC,,,,,,,,,,,,1.0
6,W-,#_a,1,OCC,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
23,W-,#_a,1,PGL,,,,,,,,,,,,1.0
23,W-,#_a,2,PGL,,,,,,,,,,,,1.0
9,W-,#_a,2,QBC FRA,,,,,,,,,,,,1.0
9,W-,#_a,1,QBC FRA,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
15,W-,#_a,2,RMH,+/−,u/∅,w~∅,134,−,W~∅,BK,0,−,0.16666666666666666,+/−,1.0
15,W-,#_a,1,RMH,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
27,W-,#_a,1,ROM,,,,,,,,,,,,1.0
27,W-,#_a,2,ROM,,,,,,,,,,,,1.0
24,W-,#_a,1,SCN,,,,,,,,,,,,1.0
24,W-,#_a,2,SCN,,,,,,,,,,,,1.0
4,W-,#_a,1,VAL,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
4,W-,#_a,2,VAL,+,u,w,97,−,W,BK,0,−,0.5,+,1.0
25,W-,#_a,1,VEN,+/−,g/∅,ɡ~∅,136,−,P~∅,K,-3,−,2,+/−,1.0
25,W-,#_a,2,VEN,+,u/v,w~v,137,−,W~F,BK~B,1.25,−,1.5,+,1.0
10,W-,#_a,1,WAL,,,,,,,,,,,,1.0
10,W-,#_a,2,WAL,+,w,w,97,−,W,BK,0,−,0.5,+,1.0
21,PL-,#_,2,ABR,+,i,j,98,−,W,Ɉ,-2,−,0.5,+,1.0
21,PL-,#_,1,ABR,+,p,p,1,−,P,B,3,−,4,−,1.0
1,PL-,#_,1,AMR ESP,,,,,,,,,,,,1.0
1,PL-,#_,2,AMR ESP,+,ll,ɟ͡ʝ,39,−,P͡F,Ɉ,-2,−,3,+,1.0
33,PL-,#_,2,AND ESP,+,ll,ɟ͡ʝ,39,−,P͡F,Ɉ,-2,−,3,+,1.0
33,PL-,#_,1,AND ESP,,,,,,,,,,,,1.0
34,PL-,#_,1,ARG,+,p,p,1,−,P,B,3,−,4,−,1.0
34,PL-,#_,2,ARG,+,l (ll),l (ȴ),130,+,LW,D (Ɉ),0.5625,−,0.75,+,1.0
26,PL-,#_,2,ARO,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
26,PL-,#_,1,ARO,+,p,p,1,−,P,B,3,−,4,−,1.0
11,PL-,#_,1,ARP,+,p,p,1,−,P,B,3,−,4,−,1.0
11,PL-,#_,2,ARP,+,l (ll),l (ȴ~j),133,+ (−),LW(W),D (Ɉ),0.16666666666666666,−,0.6666666666666666,+,1.0
31,PL-,#_,2,ASL,+,ll (ḷḷ),ȴ[ʎ̟] (ʈ͡ʂ),129,+ (−),LW (P͡F),Ɉ,-0.4166666666666667,− (+),1.5,+ (−),1.0
31,PL-,#_,1,ASL,,,,,,,,,,,,1.0
5,PL-,#_,2,BAL,+,l,ʟ,140,+,LW,K,-3,−,0.75,+,1.0
5,PL-,#_,1,BAL,+,p,p,1,−,P,B,3,−,4,−,1.0
0,PL-,#_,1,BR POR,+,ch,ʃ,56,−,F,Ɉ,-0.5,+,2,−,1.0
0,PL-,#_,2,BR POR,,,,,,,,,,,,1.0
22,PL-,#_,2,CAM,,,,,,,,,,,,1.0
22,PL-,#_,1,CAM,+,chi,c,17,−,P,Ɉ,-2,−,4,−,1.0
32,PL-,#_,2,CAS ESP,+,ll,ʎ,90,+,L,Ɉ,-2,−,0.75,+,1.0
32,PL-,#_,1,CAS ESP,,,,,,,,,,,,1.0
3,PL-,#_,1,CAT,+,p,p,1,−,P,B,3,−,4,−,1.0
3,PL-,#_,2,CAT,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
19,PL-,#_,2,COR,+,i,j,98,−,W,Ɉ,-2,−,0.5,+,1.0
19,PL-,#_,1,COR,+,p,p,1,−,P,B,3,−,4,−,1.0
18,PL-,#_,2,CPN SRD,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
18,PL-,#_,1,CPN SRD,+,p,p,1,−,P,B,3,−,4,−,1.0
8,PL-,#_,1,EU FRA,+,p,p,1,−,P,B,3,−,4,−,1.0
8,PL-,#_,2,EU FRA,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
13,PL-,#_,2,EU POR,,,,,,,,,,,,1.0
13,PL-,#_,1,EU POR,+,ch,ʃ,56,−,F,Ɉ,-0.5,+,2,−,1.0
16,PL-,#_,2,FUR,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
16,PL-,#_,1,FUR,+,p,p,1,−,P,B,3,−,4,−,1.0
30,PL-,#_,1,GAL,+,ch,t̠͡ʃ,34,−,P͡F,Ɉ,-0.5,+,3,−,1.0
30,PL-,#_,2,GAL,,,,,,,,,,,,1.0
7,PL-,#_,1,GAS OCC,+,p,p,1,−,P,B,3,−,4,−,1.0
7,PL-,#_,2,GAS OCC,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
20,PL-,#_,2,ITA,+,i,j,98,−,W,Ɉ,-2,−,0.5,+,1.0
20,PL-,#_,1,ITA,+,p,p,1,−,P,B,3,−,4,−,1.0
2,PL-,#_,1,LAT,+,P,p,1,−,P,B,3,−,4,−,1.0
2,PL-,#_,2,LAT,+,L,ɫ̪,87,+,LW,DQ,-1.1666666666666667,−,0.75,+,1.0
29,PL-,#_,1,LAT,+,P,p,1,−,P,B,3,−,4,−,2.0
29,PL-,#_,2,LAT,+,L,l̪ʲ,139,+,LW,Ɉ,-0.16666666666666666,−,0.75,+,2.0
12,PL-,#_,1,LIG,+,ci,t̠͡ʃ,34,−,P͡F,Ɉ,-0.5,+,3,−,1.0
12,PL-,#_,2,LIG,,,,,,,,,,,,1.0
14,PL-,#_,2,LMO,+,i,j,98,−,W,Ɉ,-2,−,0.5,+,1.0
14,PL-,#_,1,LMO,+,p,p,1,−,P,B,3,−,4,−,1.0
17,PL-,#_,2,LOG SRD,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
17,PL-,#_,1,LOG SRD,+,p,p,1,−,P,B,3,−,4,−,1.0
6,PL-,#_,2,OCC,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
6,PL-,#_,1,OCC,+,p,p,1,−,P,B,3,−,4,−,1.0
23,PL-,#_,2,PGL,,,,,,,,,,,,1.0
23,PL-,#_,1,PGL,+,chi,c,17,−,P,Ɉ,-2,−,4,−,1.0
9,PL-,#_,2,QBC FRA,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
9,PL-,#_,1,QBC FRA,+,p,p,1,−,P,B,3,−,4,−,1.0
15,PL-,#_,2,RMH,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
15,PL-,#_,1,RMH,+,p,p,1,−,P,B,3,−,4,−,1.0
27,PL-,#_,2,ROM,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
27,PL-,#_,1,ROM,+,p,p,1,−,P,B,3,−,4,−,1.0
24,PL-,#_,1,SCN,+,chi,c,17,−,P,Ɉ,-2,−,4,−,1.0
24,PL-,#_,2,SCN,,,,,,,,,,,,1.0
4,PL-,#_,1,VAL,+,p,p,1,−,P,B,3,−,4,−,1.0
4,PL-,#_,2,VAL,+,l,ɫ,87,+,LW,DQ,-1.1666666666666667,−,0.75,+,1.0
25,PL-,#_,1,VEN,+,p,p,1,−,P,B,3,−,4,−,1.0
25,PL-,#_,2,VEN,+,i,j,98,−,W,Ɉ,-2,−,0.5,+,1.0
10,PL-,#_,1,WAL,+,p,p,1,−,P,B,3,−,4,−,1.0
10,PL-,#_,2,WAL,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
21,BR-,#_,2,ABR,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
21,BR-,#_,1,ABR,+,v,v,43,−,F,B,2.5,−,2,+,1.0
1,BR-,#_,1,AMR ESP,+,b,b,2,−,P,B,3,−,4,+,1.0
1,BR-,#_,2,AMR ESP,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
31,BR-,#_,2,AND ESP,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
31,BR-,#_,1,AND ESP,+,b,b,2,−,P,B,3,−,4,+,1.0
32,BR-,#_,1,ARG,+,b,b,2,−,P,B,3,−,4,+,1.0
32,BR-,#_,2,ARG,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
26,BR-,#_,2,ARO,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
26,BR-,#_,1,ARO,+,b,b,2,−,P,B,3,−,4,+,1.0
11,BR-,#_,1,ARP,+,b,b,2,−,P,B,3,−,4,+,1.0
11,BR-,#_,2,ARP,+,r,ɾ (ʀ),143,−,L,D (Q),-0.8333333333333334,−,1,+,1.0
29,BR-,#_,2,ASL,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
29,BR-,#_,1,ASL,+,b,b,2,−,P,B,3,−,4,+,1.0
5,BR-,#_,2,BAL,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
5,BR-,#_,1,BAL,+,b,b,2,−,P,B,3,−,4,+,1.0
0,BR-,#_,1,BR POR,+,b,b,2,−,P,B,3,−,4,+,1.0
0,BR-,#_,2,BR POR,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
22,BR-,#_,2,CAM,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
22,BR-,#_,1,CAM,+,v,v,43,−,F,B,2.5,−,2,+,1.0
30,BR-,#_,2,CAS ESP,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
30,BR-,#_,1,CAS ESP,+,b,b,2,−,P,B,3,−,4,+,1.0
3,BR-,#_,1,CAT,+,b,b,2,−,P,B,3,−,4,+,1.0
3,BR-,#_,2,CAT,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
19,BR-,#_,2,COR,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
19,BR-,#_,1,COR,+,b,b,2,−,P,B,3,−,4,+,1.0
18,BR-,#_,2,CPN SRD,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
18,BR-,#_,1,CPN SRD,+,b,b,2,−,P,B,3,−,4,+,1.0
8,BR-,#_,1,EU FRA,+,b,b,2,−,P,B,3,−,4,+,1.0
8,BR-,#_,2,EU FRA,+,r,ʁ (ʀ),142,−,F (L),Q,-4,−,1.75,+,1.0
13,BR-,#_,1,EU POR,+,b,b,2,−,P,B,3,−,4,+,1.0
13,BR-,#_,2,EU POR,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
16,BR-,#_,2,FUR,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
16,BR-,#_,1,FUR,+,b,b,2,−,P,B,3,−,4,+,1.0
28,BR-,#_,1,GAL,+,b,b,2,−,P,B,3,−,4,+,1.0
28,BR-,#_,2,GAL,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
7,BR-,#_,1,GAS OCC,+,b,b,2,−,P,B,3,−,4,+,1.0
7,BR-,#_,2,GAS OCC,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
20,BR-,#_,1,ITA,+,b,b,2,−,P,B,3,−,4,+,1.0
20,BR-,#_,2,ITA,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
2,BR-,#_,1,LAT,+,B,b,2,−,P,B,3,−,4,+,1.0
2,BR-,#_,2,LAT,+,R,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
12,BR-,#_,1,LIG,+,b,b,2,−,P,B,3,−,4,+,1.0
12,BR-,#_,2,LIG,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
14,BR-,#_,2,LMO,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
14,BR-,#_,1,LMO,+,b,b,2,−,P,B,3,−,4,+,1.0
17,BR-,#_,2,LOG SRD,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
17,BR-,#_,1,LOG SRD,+,b,b,2,−,P,B,3,−,4,+,1.0
6,BR-,#_,2,OCC,+,r,ɾ (ʀ),143,−,L,D (Q),-0.8333333333333334,−,1,+,1.0
6,BR-,#_,1,OCC,+,b,b,2,−,P,B,3,−,4,+,1.0
23,BR-,#_,1,PGL,+,v,v,43,−,F,B,2.5,−,2,+,1.0
23,BR-,#_,2,PGL,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
9,BR-,#_,2,QBC FRA,+,r,ʁ (ʀ),142,−,F (L),Q,-4,−,1.75,+,1.0
9,BR-,#_,1,QBC FRA,+,b,b,2,−,P,B,3,−,4,+,1.0
15,BR-,#_,2,RMH,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
15,BR-,#_,1,RMH,+,b,b,2,−,P,B,3,−,4,+,1.0
27,BR-,#_,1,ROM,+,b,b,2,−,P,B,3,−,4,+,1.0
27,BR-,#_,2,ROM,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
24,BR-,#_,1,SCN,+,v,v,43,−,F,B,2.5,−,2,+,1.0
24,BR-,#_,2,SCN,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
4,BR-,#_,1,VAL,+,b,b,2,−,P,B,3,−,4,+,1.0
4,BR-,#_,2,VAL,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
25,BR-,#_,1,VEN,+,b,b,2,−,P,B,3,−,4,+,1.0
25,BR-,#_,2,VEN,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
10,BR-,#_,1,WAL,+,b,b,2,−,P,B,3,−,4,+,1.0
10,BR-,#_,2,WAL,+,r,ʀ,81,−,L,Q,-4,−,1.25,+,1.0
21,BL-,#_,2,ABR,+,i,j,98,−,W,Ɉ,-2,−,0.5,+,1.0
21,BL-,#_,1,ABR,+,b,b,2,−,P,B,3,−,4,+,1.0
1,BL-,#_,1,AMR ESP,+,b,b,2,−,P,B,3,−,4,+,1.0
38,BL-,#_,2,AMR ESP,+,l,l,85,+,LW,D,0.75,−,0.75,+,2.0
1,BL-,#_,2,AMR ESP,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
38,BL-,#_,1,AMR ESP,,,,,,,,,,,,2.0
37,BL-,#_,2,AND ESP,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
41,BL-,#_,2,AND ESP,+,l,l,85,+,LW,D,0.75,−,0.75,+,2.0
41,BL-,#_,1,AND ESP,+,b,b,2,−,P,B,3,−,4,+,2.0
37,BL-,#_,1,AND ESP,,,,,,,,,,,,1.0
42,BL-,#_,1,ARG,+,b,b,2,−,P,B,3,−,4,+,1.0
42,BL-,#_,2,ARG,+,l (ll),l (ȴ),130,+,LW,D (Ɉ),0.5625,−,0.75,+,1.0
26,BL-,#_,2,ARO,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
26,BL-,#_,1,ARO,+,b,b,2,−,P,B,3,−,4,+,1.0
11,BL-,#_,2,ARP,+,l (ll),l (ȴ~j),133,+ (−),LW(W),D (Ɉ),0.16666666666666666,−,0.6666666666666666,+,1.0
11,BL-,#_,1,ARP,+,b,b,2,−,P,B,3,−,4,+,1.0
39,BL-,#_,2,ASL,+,l,l,85,+,LW,D,0.75,−,0.75,+,2.0
35,BL-,#_,2,ASL,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
39,BL-,#_,1,ASL,+,b,b,2,−,P,B,3,−,4,+,2.0
35,BL-,#_,1,ASL,,,,,,,,,,,,1.0
5,BL-,#_,2,BAL,+,l,ʟ,140,+,LW,K,-3,−,0.75,+,1.0
5,BL-,#_,1,BAL,+,b,b,2,−,P,B,3,−,4,+,1.0
32,BL-,#_,2,BR POR,+,l,l,85,+,LW,D,0.75,−,0.75,+,2.0
0,BL-,#_,2,BR POR,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
32,BL-,#_,1,BR POR,,,,,,,,,,,,2.0
0,BL-,#_,1,BR POR,+,b,b,2,−,P,B,3,−,4,+,1.0
22,BL-,#_,2,CAM,+,j,j,98,−,W,Ɉ,-2,−,0.5,+,1.0
22,BL-,#_,1,CAM,,,,,,,,,,,,1.0
40,BL-,#_,2,CAS ESP,+,l,l,85,+,LW,D,0.75,−,0.75,+,2.0
36,BL-,#_,2,CAS ESP,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
36,BL-,#_,1,CAS ESP,,,,,,,,,,,,1.0
40,BL-,#_,1,CAS ESP,+,b,b,2,−,P,B,3,−,4,+,2.0
3,BL-,#_,2,CAT,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
3,BL-,#_,1,CAT,+,b,b,2,−,P,B,3,−,4,+,1.0
19,BL-,#_,1,COR,+,b,b,2,−,P,B,3,−,4,+,1.0
19,BL-,#_,2,COR,+,i,j,98,−,W,Ɉ,-2,−,0.5,+,1.0
18,BL-,#_,1,CPN SRD,+,b,b,2,−,P,B,3,−,4,+,1.0
18,BL-,#_,2,CPN SRD,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
8,BL-,#_,2,EU FRA,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
8,BL-,#_,1,EU FRA,+,b,b,2,−,P,B,3,−,4,+,1.0
13,BL-,#_,1,EU POR,+,b,b,2,−,P,B,3,−,4,+,1.0
31,BL-,#_,2,EU POR,+,l,ɫ̪,87,+,LW,DQ,-1.1666666666666667,−,0.75,+,2.0
31,BL-,#_,1,EU POR,,,,,,,,,,,,2.0
13,BL-,#_,2,EU POR,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
16,BL-,#_,2,FUR,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
16,BL-,#_,1,FUR,+,b,b,2,−,P,B,3,−,4,+,1.0
33,BL-,#_,1,GAL,,,,,,,,,,,,1.0
34,BL-,#_,2,GAL,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,2.0
33,BL-,#_,2,GAL,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
34,BL-,#_,1,GAL,+,b,b,2,−,P,B,3,−,4,+,2.0
7,BL-,#_,1,GAS OCC,+,b,b,2,−,P,B,3,−,4,+,1.0
7,BL-,#_,2,GAS OCC,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
20,BL-,#_,1,ITA,+,b,b,2,−,P,B,3,−,4,+,1.0
20,BL-,#_,2,ITA,+,i,j,98,−,W,Ɉ,-2,−,0.5,+,1.0
29,BL-,#_,1,LAT,+,B,b,2,−,P,B,3,−,4,+,2.0
2,BL-,#_,1,LAT,+,B,b,2,−,P,B,3,−,4,+,1.0
2,BL-,#_,2,LAT,+,L,ɫ̪,87,+,LW,DQ,-1.1666666666666667,−,0.75,+,1.0
29,BL-,#_,2,LAT,+,L,l̪ʲ,139,+,LW,Ɉ,-0.16666666666666666,−,0.75,+,2.0
12,BL-,#_,2,LIG,,,,,,,,,,,,1.0
12,BL-,#_,1,LIG,+,gi,d̠͡ʒ,35,−,P͡F,Ɉ,-0.5,+,3,+,1.0
14,BL-,#_,2,LMO,+,i,j,98,−,W,Ɉ,-2,−,0.5,+,1.0
14,BL-,#_,1,LMO,+,b,b,2,−,P,B,3,−,4,+,1.0
17,BL-,#_,1,LOG SRD,+,b,b,2,−,P,B,3,−,4,+,1.0
17,BL-,#_,2,LOG SRD,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
6,BL-,#_,1,OCC,+,b,b,2,−,P,B,3,−,4,+,1.0
6,BL-,#_,2,OCC,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
23,BL-,#_,1,PGL,,,,,,,,,,,,1.0
23,BL-,#_,2,PGL,+,j,j,98,−,W,Ɉ,-2,−,0.5,+,1.0
9,BL-,#_,2,QBC FRA,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
9,BL-,#_,1,QBC FRA,+,b,b,2,−,P,B,3,−,4,+,1.0
15,BL-,#_,1,RMH,+,b,b,2,−,P,B,3,−,4,+,1.0
15,BL-,#_,2,RMH,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
27,BL-,#_,2,ROM,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
27,BL-,#_,1,ROM,+,b,b,2,−,P,B,3,−,4,+,1.0
24,BL-,#_,2,SCN,+,j,j,98,−,W,Ɉ,-2,−,0.5,+,1.0
24,BL-,#_,1,SCN,,,,,,,,,,,,1.0
4,BL-,#_,2,VAL,+,l,ɫ,87,+,LW,DQ,-1.1666666666666667,−,0.75,+,1.0
4,BL-,#_,1,VAL,+,b,b,2,−,P,B,3,−,4,+,1.0
25,BL-,#_,2,VEN,+,i,j,98,−,W,Ɉ,-2,−,0.5,+,1.0
25,BL-,#_,1,VEN,+,b,b,2,−,P,B,3,−,4,+,1.0
10,BL-,#_,1,WAL,+,b,b,2,−,P,B,3,−,4,+,1.0
10,BL-,#_,2,WAL,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
21,TR-,#_,2,ABR,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
21,TR-,#_,1,ABR,+,t,t̪,5,−,P,D,1.6666666666666667,−,4,−,1.0
1,TR-,#_,1,AMR ESP,+,t,t̪,5,−,P,D,1.6666666666666667,−,4,−,1.0
1,TR-,#_,2,AMR ESP,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
31,TR-,#_,2,AND ESP,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
31,TR-,#_,1,AND ESP,+,t,t̪,5,−,P,D,1.6666666666666667,−,4,−,1.0
32,TR-,#_,1,ARG,+,t,t̪,5,−,P,D,1.6666666666666667,−,4,−,1.0
32,TR-,#_,2,ARG,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
26,TR-,#_,2,ARO,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
26,TR-,#_,1,ARO,+,t,t̪,5,−,P,D,1.6666666666666667,−,4,−,1.0
11,TR-,#_,1,ARP,+,t,t̪,5,−,P,D,1.6666666666666667,−,4,−,1.0
11,TR-,#_,2,ARP,+,r,ɾ (ʀ),143,−,L,D (Q),-0.8333333333333334,−,1,+,1.0
29,TR-,#_,2,ASL,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
29,TR-,#_,1,ASL,+,t,t̪,5,−,P,D,1.6666666666666667,−,4,−,1.0
5,TR-,#_,2,BAL,+,r,ɾ,83,−,L,D,0.75,−,0.875,+,1.0
