,treatment,environment,position,Languages,Consonantal +/−,Grapheme,IPA,IPA key,Lateral +/−,Manner of articulation,Place of articulation,Place value,Sibilant +/−,Sonority value,Voice +/−,version
1,C-,"#_{o,ŭ}",1,AMR ESP,+,c,k,19,−,P,K,-3,−,4,−,1.0
2,C-,"#_{o,ŭ}",1,LAT,+,C,k,19,−,P,K,-3,−,4,−,1.0
3,C-,"#_{o,ŭ}",1,CAT,+,c,k,19,−,P,K,-3,−,4,−,1.0
4,C-,"#_{o,ŭ}",1,VAL,+,c,k,19,−,P,K,-3,−,4,−,1.0
5,C-,"#_{o,ŭ}",1,BAL,+,c,k,19,−,P,K,-3,−,4,−,1.0
6,C-,"#_{o,ŭ}",1,OCC,+,c,k,19,−,P,K,-3,−,4,−,1.0
7,C-,"#_{o,ŭ}",1,GAS OCC,+,c,k,19,−,P,K,-3,−,4,−,1.0
8,C-,"#_{o,ŭ}",1,EU FRA,+,c,k,19,−,P,K,-3,−,4,−,1.0
9,C-,"#_{o,ŭ}",1,QBC FRA,+,c,k,19,−,P,K,-3,−,4,−,1.0
10,C-,"#_{o,ŭ}",1,WAL,+,c,k,19,−,P,K,-3,−,4,−,1.0
11,C-,"#_{o,ŭ}",1,ARP,+,c,k,19,−,P,K,-3,−,4,−,1.0
12,C-,"#_{o,ŭ}",1,LIG,+,c,k,19,−,P,K,-3,−,4,−,1.0
13,C-,"#_{o,ŭ}",1,EU POR,+,c,k,19,−,P,K,-3,−,4,−,1.0
14,C-,"#_{o,ŭ}",1,LMO,+,c,k,19,−,P,K,-3,−,4,−,1.0
15,C-,"#_{o,ŭ}",1,RMH,,,,,,,,,,,,1.0
16,C-,"#_{o,ŭ}",1,FUR,,,,,,,,,,,,1.0
17,C-,"#_{o,ŭ}",1,LOG SRD,+,c,k,19,−,P,K,-3,−,4,−,1.0
18,C-,"#_{o,ŭ}",1,CPN SRD,+,c,k,19,−,P,K,-3,−,4,−,1.0
19,C-,"#_{o,ŭ}",1,COR,+,c,k,19,−,P,K,-3,−,4,−,1.0
20,C-,"#_{o,ŭ}",1,ITA,+,c,k,19,−,P,K,-3,−,4,−,1.0
21,C-,"#_{o,ŭ}",1,ABR,+,c,k,19,−,P,K,-3,−,4,−,1.0
22,C-,"#_{o,ŭ}",1,CAM,+,c,k,19,−,P,K,-3,−,4,−,1.0
23,C-,"#_{o,ŭ}",1,PGL,+,c,k,19,−,P,K,-3,−,4,−,1.0
24,C-,"#_{o,ŭ}",1,SCN,+,c,k,19,−,P,K,-3,−,4,−,1.0
25,C-,"#_{o,ŭ}",1,VEN,+,c,k,19,−,P,K,-3,−,4,−,1.0
26,C-,"#_{o,ŭ}",1,ARO,+,c,k,19,−,P,K,-3,−,4,−,1.0
27,C-,"#_{o,ŭ}",1,ROM,+,c,k,19,−,P,K,-3,−,4,−,1.0
29,C-,"#_{o,ŭ}",1,ITA,+,g,ɡ,20,−,P,K,-3,−,4,+,2.0
30,C-,"#_{o,ŭ}",1,GAL,+,c,k,19,−,P,K,-3,−,4,−,1.0
31,C-,"#_{o,ŭ}",1,ASL,+,c,k,19,−,P,K,-3,−,4,−,1.0
32,C-,"#_{o,ŭ}",1,CAS ESP,+,c,k,19,−,P,K,-3,−,4,−,1.0
33,C-,"#_{o,ŭ}",1,AND ESP,+,c,k,19,−,P,K,-3,−,4,−,1.0
34,C-,"#_{o,ŭ}",1,ARG,+,c,k,19,−,P,K,-3,−,4,−,1.0
0,C-,#_ū,1,BR POR,+,c,k,19,−,P,K,-3,−,4,−,1.0
1,C-,#_ū,1,AMR ESP,+,c,k,19,−,P,K,-3,−,4,−,1.0
2,C-,#_ū,1,LAT,+,C,k,19,−,P,K,-3,−,4,−,1.0
3,C-,#_ū,1,CAT,+,c,k,19,−,P,K,-3,−,4,−,1.0
4,C-,#_ū,1,VAL,+,c,k,19,−,P,K,-3,−,4,−,1.0
5,C-,#_ū,1,BAL,+,c,k,19,−,P,K,-3,−,4,−,1.0
6,C-,#_ū,1,OCC,+,c,k,19,−,P,K,-3,−,4,−,1.0
7,C-,#_ū,1,GAS OCC,+,c,k,19,−,P,K,-3,−,4,−,1.0
8,C-,#_ū,1,EU FRA,+,c,k,19,−,P,K,-3,−,4,−,1.0
9,C-,#_ū,1,QBC FRA,+,c,k,19,−,P,K,-3,−,4,−,1.0
10,C-,#_ū,1,WAL,+,c,k,19,−,P,K,-3,−,4,−,1.0
11,C-,#_ū,1,ARP,+,c,k,19,−,P,K,-3,−,4,−,1.0
12,C-,#_ū,1,LIG,+,c,k,19,−,P,K,-3,−,4,−,1.0
13,C-,#_ū,1,EU POR,+,c,k,19,−,P,K,-3,−,4,−,1.0
14,C-,#_ū,1,LMO,+,c,k,19,−,P,K,-3,−,4,−,1.0
15,C-,#_ū,1,RMH,,,,,,,,,,,,1.0
16,C-,#_ū,1,FUR,,,,,,,,,,,,1.0
17,C-,#_ū,1,LOG SRD,+,c,k,19,−,P,K,-3,−,4,−,1.0
18,C-,#_ū,1,CPN SRD,+,c,k,19,−,P,K,-3,−,4,−,1.0
19,C-,#_ū,1,COR,+,c,k,19,−,P,K,-3,−,4,−,1.0
20,C-,#_ū,1,ITA,+,c,k,19,−,P,K,-3,−,4,−,1.0
21,C-,#_ū,1,ABR,+,c,k,19,−,P,K,-3,−,4,−,1.0
22,C-,#_ū,1,CAM,+,c,k,19,−,P,K,-3,−,4,−,1.0
23,C-,#_ū,1,PGL,+,c,k,19,−,P,K,-3,−,4,−,1.0
24,C-,#_ū,1,SCN,+,c,k,19,−,P,K,-3,−,4,−,1.0
25,C-,#_ū,1,VEN,+,c,k,19,−,P,K,-3,−,4,−,1.0
26,C-,#_ū,1,ARO,+,c,k,19,−,P,K,-3,−,4,−,1.0
27,C-,#_ū,1,ROM,+,c,k,19,−,P,K,-3,−,4,−,1.0
28,C-,#_ū,1,GAL,+,c,k,19,−,P,K,-3,−,4,−,1.0
29,C-,#_ū,1,ASL,+,c,k,19,−,P,K,-3,−,4,−,1.0
30,C-,#_ū,1,CAS ESP,+,c,k,19,−,P,K,-3,−,4,−,1.0
31,C-,#_ū,1,AND ESP,+,c,k,19,−,P,K,-3,−,4,−,1.0
32,C-,#_ū,1,ARG,+,c,k,19,−,P,K,-3,−,4,−,1.0
0,G-,ˈ#_E,1,BR POR,+,g,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
1,G-,ˈ#_E,1,AMR ESP,+,y,ɟ͡ʝ,39,−,P͡F,Ɉ,-2,−,3,+,1.0
2,G-,ˈ#_E,1,LAT,+,G,ɡ,20,−,P,K,-3,−,4,+,1.0
3,G-,ˈ#_E,1,CAT,+,g,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
4,G-,ˈ#_E,1,VAL,+,g,d̠͡ʒ,35,−,P͡F,Ɉ,-0.5,+,3,+,1.0
5,G-,ˈ#_E,1,BAL,+,g,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
6,G-,ˈ#_E,1,OCC,+,g,d̠͡ʒ,35,−,P͡F,Ɉ,-0.5,+,3,+,1.0
7,G-,ˈ#_E,1,GAS OCC,+,g,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
8,G-,ˈ#_E,1,EU FRA,+,g,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
9,G-,ˈ#_E,1,QBC FRA,+,g,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
10,G-,ˈ#_E,1,WAL,+,dj,d̠͡ʒ,35,−,P͡F,Ɉ,-0.5,+,3,+,1.0
11,G-,ˈ#_E,1,ARP,+,g,d͡z~ð,107,−,P͡F~F,D,1.5,+/−,2.5,+,1.0
12,G-,ˈ#_E,1,LIG,+,z,z (d͡z),111,−,F (P͡F),D,1,+,2.3333333333333335,+,1.0
13,G-,ˈ#_E,1,EU POR,+,g,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
14,G-,ˈ#_E,1,LMO,+,sg,d̠͡ʒ~z,108,−,P͡F~F,Ɉ~D,0.25,+,2.5,+,1.0
15,G-,ˈ#_E,1,RMH,,sch,d̠͡ʒ~ʃ,,,,,,,,,1.0
16,G-,ˈ#_E,1,FUR,,z,,,,,,,,,,1.0
17,G-,ˈ#_E,1,LOG SRD,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
18,G-,ˈ#_E,1,CPN SRD,+,g,d̠͡ʒ,35,−,P͡F,Ɉ,-0.5,+,3,+,1.0
19,G-,ˈ#_E,1,COR,+,ghj,ɟ,18,−,P,Ɉ,-2,−,4,+,1.0
20,G-,ˈ#_E,1,ITA,+,g,d̠͡ʒ,35,−,P͡F,Ɉ,-0.5,+,3,+,1.0
21,G-,ˈ#_E,1,ABR,,,,,,,,,,,,1.0
22,G-,ˈ#_E,1,CAM,+,j,j,98,−,W,Ɉ,-2,−,0.3333333333333333,+,1.0
23,G-,ˈ#_E,1,PGL,,,,,,,,,,,,1.0
24,G-,ˈ#_E,1,SCN,+,j,j,98,−,W,Ɉ,-2,−,0.3333333333333333,+,1.0
25,G-,ˈ#_E,1,VEN,+,z/dh,z̠~ð,109,−,F,D,1.25,+/−,2,−,1.0
26,G-,ˈ#_E,1,ARO,+,dz,d͡z̪,27,−,P͡F,D,1.3333333333333333,+,3,+,1.0
27,G-,ˈ#_E,1,ROM,+,g,d̠͡ʒ,35,−,P͡F,Ɉ,-0.5,+,3,+,1.0
28,G-,ˈ#_E,1,GAL,+,x,ʃ,56,−,F,Ɉ,-0.5,+,2,−,1.0
29,G-,ˈ#_E,1,ASL,+,x,ʃ,56,−,F,Ɉ,-0.5,+,2,−,1.0
30,G-,ˈ#_E,1,CAS ESP,+,y,ɟ͡ʝ,39,−,P͡F,Ɉ,-2,−,3,+,1.0
31,G-,ˈ#_E,1,AND ESP,+,y,ɟ͡ʝ,39,−,P͡F,Ɉ,-2,−,3,+,1.0
32,G-,ˈ#_E,1,ARG,+,ch,t̠͡ʃ,34,−,P͡F,Ɉ,-0.5,+,3,−,1.0
0,G-,#_E.ˈ,1,BR POR,+,g,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
1,G-,#_E.ˈ,1,AMR ESP,−,h/∅,∅,∅,−,∅,Ɉ,-0.5,−,0,−,1.0
2,G-,#_E.ˈ,1,LAT,+,G,ɡ,20,−,P,K,-3,−,4,+,1.0
3,G-,#_E.ˈ,1,CAT,+,g,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
4,G-,#_E.ˈ,1,VAL,+,g,d̠͡ʒ,35,−,P͡F,Ɉ,-0.5,+,3,+,1.0
5,G-,#_E.ˈ,1,BAL,+,g,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
6,G-,#_E.ˈ,1,OCC,+,g,d̠͡ʒ,35,−,P͡F,Ɉ,-0.5,+,3,+,1.0
7,G-,#_E.ˈ,1,GAS OCC,+,g,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
8,G-,#_E.ˈ,1,EU FRA,+,g,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
9,G-,#_E.ˈ,1,QBC FRA,+,g,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
10,G-,#_E.ˈ,1,WAL,+,dj,d̠͡ʒ,35,−,P͡F,Ɉ,-0.5,+,3,+,1.0
11,G-,#_E.ˈ,1,ARP,+,g,d͡z~ð,107,−,P͡F~F,D,1.5,+/−,2.5,+,1.0
12,G-,#_E.ˈ,1,LIG,+,z,z (d͡z),111,−,F (P͡F),D,1,+,2.3333333333333335,+,1.0
13,G-,#_E.ˈ,1,EU POR,+,g,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
14,G-,#_E.ˈ,1,LMO,+,sg,d̠͡ʒ~z,108,−,P͡F~F,Ɉ~D,0.25,+,2.5,+,1.0
15,G-,#_E.ˈ,1,RMH,,sch,,,,,,,,,,1.0
16,G-,#_E.ˈ,1,FUR,,z,,,,,,,,,,1.0
17,G-,#_E.ˈ,1,LOG SRD,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
18,G-,#_E.ˈ,1,CPN SRD,+,g,d̠͡ʒ,35,−,P͡F,Ɉ,-0.5,+,3,+,1.0
19,G-,#_E.ˈ,1,COR,+,ghj,ɟ,18,−,P,Ɉ,-2,−,4,+,1.0
20,G-,#_E.ˈ,1,ITA,+,g,d̠͡ʒ,35,−,P͡F,Ɉ,-0.5,+,3,+,1.0
21,G-,#_E.ˈ,1,ABR,,,,,,,,,,,,1.0
22,G-,#_E.ˈ,1,CAM,+,j,j,98,−,W,Ɉ,-2,−,0.3333333333333333,+,1.0
23,G-,#_E.ˈ,1,PGL,,,,,,,,,,,,1.0
24,G-,#_E.ˈ,1,SCN,+,j,j,98,−,W,Ɉ,-2,−,0.3333333333333333,+,1.0
25,G-,#_E.ˈ,1,VEN,+,z/dh,z̠~ð,109,−,F,D,1.25,+/−,2,−,1.0
26,G-,#_E.ˈ,1,ARO,+,dz,d͡z̪,27,−,P͡F,D,1.3333333333333333,+,3,+,1.0
27,G-,#_E.ˈ,1,ROM,+,g,d̠͡ʒ,35,−,P͡F,Ɉ,-0.5,+,3,+,1.0
28,G-,#_E.ˈ,1,GAL,+,x,ʃ,56,−,F,Ɉ,-0.5,+,2,−,1.0
29,G-,#_E.ˈ,1,ASL,+,x,ʃ,56,−,F,Ɉ,-0.5,+,2,−,1.0
30,G-,#_E.ˈ,1,CAS ESP,−,h/∅,∅,∅,−,∅,Ɉ,-0.5,−,0,−,1.0
31,G-,#_E.ˈ,1,AND ESP,−,h/∅,∅,∅,−,∅,Ɉ,-0.5,−,0,−,1.0
32,G-,#_E.ˈ,1,ARG,+,ch,t̠͡ʃ,34,−,P͡F,Ɉ,-0.5,+,3,−,1.0
0,G-,#_a,1,BR POR,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
1,G-,#_a,1,AMR ESP,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
2,G-,#_a,1,LAT,+,G,ɡ,20,−,P,K,-3,−,4,+,1.0
3,G-,#_a,1,CAT,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
4,G-,#_a,1,VAL,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
5,G-,#_a,1,BAL,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
6,G-,#_a,1,OCC,+,g (j),ɡ (d͡z),110,−,P (P͡F),K (Ɉ),2.3333333333333335,−/+,3.6666666666666665,+,1.0
7,G-,#_a,1,GAS OCC,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
8,G-,#_a,1,EU FRA,+,j/g,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
9,G-,#_a,1,QBC FRA,+,j/g,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
10,G-,#_a,1,WAL,+,dj,d̠͡ʒ,35,−,P͡F,Ɉ,-0.5,+,3,+,1.0
11,G-,#_a,1,ARP,+,j,d͡z~ð,107,−,P͡F~F,D,1.5,+/−,2.5,+,1.0
12,G-,#_a,1,LIG,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
13,G-,#_a,1,EU POR,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
14,G-,#_a,1,LMO,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
15,G-,#_a,1,RMH,+,gi,ɟ~d̠͡ʒ,153,−,P~P͡F,Ɉ,-1.25,−/+,3.5,+,1.0
16,G-,#_a,1,FUR,+,gj,ɟ~d̠͡ʒ,153,−,P~P͡F,Ɉ,-1.25,−/+,3.5,+,1.0
17,G-,#_a,1,LOG SRD,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
18,G-,#_a,1,CPN SRD,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
19,G-,#_a,1,COR,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
20,G-,#_a,1,ITA,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
21,G-,#_a,1,ABR,,,,,,,,,,,,1.0
22,G-,#_a,1,CAM,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
23,G-,#_a,1,PGL,,,,,,,,,,,,1.0
24,G-,#_a,1,SCN,+,g/j,ɡ~j,112,−,P~W,K~Ɉ,-2.5,−,2.1666666666666665,+,1.0
25,G-,#_a,1,VEN,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
26,G-,#_a,1,ARO,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
27,G-,#_a,1,ROM,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
28,G-,#_a,1,GAL,+,g (gh),ɡ (ħ),176,−,P (F),K (H),-3.6666666666666665,−,3.3333333333333335,+ (−),1.0
29,G-,#_a,1,ASL,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
30,G-,#_a,1,CAS ESP,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
31,G-,#_a,1,AND ESP,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
32,G-,#_a,1,ARG,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
0,G-,#_O,1,BR POR,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
1,G-,#_O,1,AMR ESP,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
2,G-,#_O,1,LAT,+,G,ɡ,20,−,P,K,-3,−,4,+,1.0
3,G-,#_O,1,CAT,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
4,G-,#_O,1,VAL,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
5,G-,#_O,1,BAL,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
6,G-,#_O,1,OCC,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
7,G-,#_O,1,GAS OCC,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
8,G-,#_O,1,EU FRA,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
9,G-,#_O,1,QBC FRA,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
10,G-,#_O,1,WAL,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
11,G-,#_O,1,ARP,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
12,G-,#_O,1,LIG,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
13,G-,#_O,1,EU POR,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
14,G-,#_O,1,LMO,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
15,G-,#_O,1,RMH,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
16,G-,#_O,1,FUR,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
17,G-,#_O,1,LOG SRD,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
18,G-,#_O,1,CPN SRD,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
19,G-,#_O,1,COR,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
20,G-,#_O,1,ITA,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
21,G-,#_O,1,ABR,,,,,,,,,,,,1.0
22,G-,#_O,1,CAM,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
23,G-,#_O,1,PGL,,,,,,,,,,,,1.0
24,G-,#_O,1,SCN,+,g/j,ɡ~j,112,−,P~W,K~Ɉ,-2.5,−,2.1666666666666665,+,1.0
25,G-,#_O,1,VEN,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
26,G-,#_O,1,ARO,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
27,G-,#_O,1,ROM,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
28,G-,#_O,1,GAL,+,g (gh),ɡ (ħ),176,−,P (F),K (H),-3.6666666666666665,−,3.3333333333333335,+ (−),1.0
29,G-,#_O,1,ASL,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
30,G-,#_O,1,CAS ESP,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
31,G-,#_O,1,AND ESP,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
32,G-,#_O,1,ARG,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
0,N-,#_E,1,BR POR,+,n,n,73,−,N,D,1,−,1.5,+,1.0
1,N-,#_E,1,AMR ESP,+,n,n,73,−,N,D,1,−,1.5,+,1.0
2,N-,#_E,1,LAT,+,N,n,73,−,N,D,1,−,1.5,+,1.0
3,N-,#_E,1,CAT,+,n,n,73,−,N,D,1,−,1.5,+,1.0
4,N-,#_E,1,VAL,+,n,n,73,−,N,D,1,−,1.5,+,1.0
5,N-,#_E,1,BAL,+,n,n,73,−,N,D,1,−,1.5,+,1.0
6,N-,#_E,1,OCC,+,n,n,73,−,N,D,1,−,1.5,+,1.0
7,N-,#_E,1,GAS OCC,+,n,n,73,−,N,D,1,−,1.5,+,1.0
8,N-,#_E,1,EU FRA,+,n,n,73,−,N,D,1,−,1.5,+,1.0
9,N-,#_E,1,QBC FRA,+,n,n,73,−,N,D,1,−,1.5,+,1.0
10,N-,#_E,1,WAL,+,n,n,73,−,N,D,1,−,1.5,+,1.0
11,N-,#_E,1,ARP,+,n,n,73,−,N,D,1,−,1.5,+,1.0
12,N-,#_E,1,LIG,+,n,n,73,−,N,D,1,−,1.5,+,1.0
13,N-,#_E,1,EU POR,+,n,n,73,−,N,D,1,−,1.5,+,1.0
14,N-,#_E,1,LMO,+,n,n,73,−,N,D,1,−,1.5,+,1.0
15,N-,#_E,1,RMH,,,,,,,,,,,,1.0
16,N-,#_E,1,FUR,+,n,n,73,−,N,D,1,−,1.5,+,1.0
17,N-,#_E,1,LOG SRD,+,n,n,73,−,N,D,1,−,1.5,+,1.0
18,N-,#_E,1,CPN SRD,+,n,n,73,−,N,D,1,−,1.5,+,1.0
19,N-,#_E,1,COR,,,,,,,,,,,,1.0
20,N-,#_E,1,ITA,+,n,n,73,−,N,D,1,−,1.5,+,1.0
21,N-,#_E,1,ABR,,,,,,,,,,,,1.0
22,N-,#_E,1,CAM,+,n,n,73,−,N,D,1,−,1.5,+,1.0
23,N-,#_E,1,PGL,,,,,,,,,,,,1.0
24,N-,#_E,1,SCN,+,n,n,73,−,N,D,1,−,1.5,+,1.0
25,N-,#_E,1,VEN,+,n,n,73,−,N,D,1,−,1.5,+,1.0
26,N-,#_E,1,ARO,+,n,n,73,−,N,D,1,−,1.5,+,1.0
27,N-,#_E,1,ROM,+,n,n,73,−,N,D,1,−,1.5,+,1.0
28,N-,#_E,1,GAL,+,n,n,73,−,N,D,1,−,1.5,+,1.0
29,N-,#_E,1,ASL,+,n/ñ,n~ɲ,113,−,N,D~Ɉ,-0.5,−,1.5,+,1.0
30,N-,#_E,1,CAS ESP,+,n,n,73,−,N,D,1,−,1.5,+,1.0
31,N-,#_E,1,AND ESP,+,n,n,73,−,N,D,1,−,1.5,+,1.0
32,N-,#_E,1,ARG,+,n,n,73,−,N,D,1,−,1.5,+,1.0
0,N-,"#_{a,O}",1,BR POR,+,n,n,73,−,N,D,1,−,1.5,+,1.0
1,N-,"#_{a,O}",1,AMR ESP,+,n,n,73,−,N,D,1,−,1.5,+,1.0
2,N-,"#_{a,O}",1,LAT,+,N,n,73,−,N,D,1,−,1.5,+,1.0
3,N-,"#_{a,O}",1,CAT,+,n,n,73,−,N,D,1,−,1.5,+,1.0
4,N-,"#_{a,O}",1,VAL,+,n,n,73,−,N,D,1,−,1.5,+,1.0
5,N-,"#_{a,O}",1,BAL,+,n,n,73,−,N,D,1,−,1.5,+,1.0
6,N-,"#_{a,O}",1,OCC,+,n,n,73,−,N,D,1,−,1.5,+,1.0
7,N-,"#_{a,O}",1,GAS OCC,+,n,n,73,−,N,D,1,−,1.5,+,1.0
8,N-,"#_{a,O}",1,EU FRA,+,n,n,73,−,N,D,1,−,1.5,+,1.0
9,N-,"#_{a,O}",1,QBC FRA,+,n,n,73,−,N,D,1,−,1.5,+,1.0
10,N-,"#_{a,O}",1,WAL,+,n,n,73,−,N,D,1,−,1.5,+,1.0
11,N-,"#_{a,O}",1,ARP,+,n,n,73,−,N,D,1,−,1.5,+,1.0
12,N-,"#_{a,O}",1,LIG,+,n,n,73,−,N,D,1,−,1.5,+,1.0
13,N-,"#_{a,O}",1,EU POR,+,n,n,73,−,N,D,1,−,1.5,+,1.0
14,N-,"#_{a,O}",1,LMO,+,n,n,73,−,N,D,1,−,1.5,+,1.0
15,N-,"#_{a,O}",1,RMH,,,,,,,,,,,,1.0
16,N-,"#_{a,O}",1,FUR,+,n,n,73,−,N,D,1,−,1.5,+,1.0
17,N-,"#_{a,O}",1,LOG SRD,+,n,n,73,−,N,D,1,−,1.5,+,1.0
18,N-,"#_{a,O}",1,CPN SRD,+,n,n,73,−,N,D,1,−,1.5,+,1.0
19,N-,"#_{a,O}",1,COR,,,,,,,,,,,,1.0
20,N-,"#_{a,O}",1,ITA,+,n,n,73,−,N,D,1,−,1.5,+,1.0
21,N-,"#_{a,O}",1,ABR,,,,,,,,,,,,1.0
22,N-,"#_{a,O}",1,CAM,+,n,n,73,−,N,D,1,−,1.5,+,1.0
23,N-,"#_{a,O}",1,PGL,,,,,,,,,,,,1.0
24,N-,"#_{a,O}",1,SCN,+,n,n,73,−,N,D,1,−,1.5,+,1.0
25,N-,"#_{a,O}",1,VEN,+,n,n,73,−,N,D,1,−,1.5,+,1.0
26,N-,"#_{a,O}",1,ARO,+,n,n,73,−,N,D,1,−,1.5,+,1.0
27,N-,"#_{a,O}",1,ROM,+,n,n,73,−,N,D,1,−,1.5,+,1.0
28,N-,"#_{a,O}",1,GAL,+,n,n,73,−,N,D,1,−,1.5,+,1.0
29,N-,"#_{a,O}",1,ASL,+,n/ñ,n~ɲ,113,−,N,D~Ɉ,-0.5,−,1.5,+,1.0
30,N-,"#_{a,O}",1,CAS ESP,+,n,n,73,−,N,D,1,−,1.5,+,1.0
31,N-,"#_{a,O}",1,AND ESP,+,n,n,73,−,N,D,1,−,1.5,+,1.0
32,N-,"#_{a,O}",1,ARG,+,n,n,73,−,N,D,1,−,1.5,+,1.0
0,M-,#_,1,BR POR,+,m,m,70,−,N,B,3,−,1.5,+,1.0
1,M-,#_,1,AMR ESP,+,m,m,70,−,N,B,3,−,1.5,+,1.0
2,M-,#_,1,LAT,+,M,m,70,−,N,B,3,−,1.5,+,1.0
3,M-,#_,1,CAT,+,m,m,70,−,N,B,3,−,1.5,+,1.0
4,M-,#_,1,VAL,+,m,m,70,−,N,B,3,−,1.5,+,1.0
5,M-,#_,1,BAL,+,m,m,70,−,N,B,3,−,1.5,+,1.0
6,M-,#_,1,OCC,+,m,m,70,−,N,B,3,−,1.5,+,1.0
7,M-,#_,1,GAS OCC,+,m,m,70,−,N,B,3,−,1.5,+,1.0
8,M-,#_,1,EU FRA,+,m,m,70,−,N,B,3,−,1.5,+,1.0
9,M-,#_,1,QBC FRA,+,m,m,70,−,N,B,3,−,1.5,+,1.0
10,M-,#_,1,WAL,+,m,m,70,−,N,B,3,−,1.5,+,1.0
11,M-,#_,1,ARP,+,m,m,70,−,N,B,3,−,1.5,+,1.0
12,M-,#_,1,LIG,+,m,m,70,−,N,B,3,−,1.5,+,1.0
13,M-,#_,1,EU POR,+,m,m,70,−,N,B,3,−,1.5,+,1.0
14,M-,#_,1,LMO,+,m,m,70,−,N,B,3,−,1.5,+,1.0
15,M-,#_,1,RMH,,,,,,,,,,,,1.0
16,M-,#_,1,FUR,+,m,m,70,−,N,B,3,−,1.5,+,1.0
17,M-,#_,1,LOG SRD,+,m,m,70,−,N,B,3,−,1.5,+,1.0
18,M-,#_,1,CPN SRD,+,m,m,70,−,N,B,3,−,1.5,+,1.0
19,M-,#_,1,COR,,,,,,,,,,,,1.0
20,M-,#_,1,ITA,+,m,m,70,−,N,B,3,−,1.5,+,1.0
21,M-,#_,1,ABR,,,,,,,,,,,,1.0
